@SampleID:10
@Version:0.9.2
@Ranks:acellular root,cellular root,other entries|realm,domain|kingdom|phylum|class|order|family|genus|species|strain
@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_genomeID	_CAMI_OTU	HOST
562.46	strain	131567|2|3379134|1224|1236|91347|543|561|562|562.46	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli|Escherichia coli strain	0.0000	ASV677.5	1224	
562.47	strain	131567|2|3379134|1224|1236|91347|543|561|562|562.47	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli|Escherichia coli strain	0.0000	ASV677.8	1224	
864566	strain	131567|2|3379134|29547|3031852|213849|72294|194|195|864566	cellular organisms|Bacteria|Pseudomonadati|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter coli|Campylobacter coli JV20	0.0000			
149539.4	strain	131567|2|3379134|1224|1236|91347|543|590|28901|149539.4	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica|Salmonella enterica subsp. enterica serovar Enteritidis strain	0.0000	ASV207.7	2	
83554.1	strain	131567|2|3379134|204428|204429|51291|809|810|83554|83554.1	cellular organisms|Bacteria|Pseudomonadati|Chlamydiota|Chlamydiia|Chlamydiales|Chlamydiaceae|Chlamydia|Chlamydia psittaci|Chlamydia psittaci strain	0.0000	ASV220.5	2	
36911.1	strain	131567|2759|4751|4890|3239874|2916678|27319|36910|36911|36911.1	cellular organisms|Eukaryota|Fungi|Ascomycota|Pichiomycetes|Serinales|Metschnikowiaceae|Clavispora|Clavispora lusitaniae|Clavispora lusitaniae strain	0.0000	fASV194.0	4890	
5478.1	strain	131567|2759|4751|4890|4891|4892|4893|374468|5478|5478.1	cellular organisms|Eukaryota|Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetaceae|Nakaseomyces|Nakaseomyces glabratus|Nakaseomyces glabratus strain	0.0000	fASV194.1	4890	
5478.2	strain	131567|2759|4751|4890|4891|4892|4893|374468|5478|5478.2	cellular organisms|Eukaryota|Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetaceae|Nakaseomyces|Nakaseomyces glabratus|Nakaseomyces glabratus strain	0.0000	fASV194.4	4890	
4950.1	strain	131567|2759|4751|4890|4891|4892|4893|4948|4950|4950.1	cellular organisms|Eukaryota|Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetaceae|Torulaspora|Torulaspora delbrueckii|Torulaspora delbrueckii strain	0.0000	fASV194.7	4890	
5480.2	strain	131567|2759|4751|4890|3239874|2916678|766764|5475|5480|5480.2	cellular organisms|Eukaryota|Fungi|Ascomycota|Pichiomycetes|Serinales|Debaryomycetaceae|Candida|Candida parapsilosis|Candida parapsilosis strain	0.0000	fASV194.8	4890	
36911.2	strain	131567|2759|4751|4890|3239874|2916678|27319|36910|36911|36911.2	cellular organisms|Eukaryota|Fungi|Ascomycota|Pichiomycetes|Serinales|Metschnikowiaceae|Clavispora|Clavispora lusitaniae|Clavispora lusitaniae strain	0.0000	fASV194.9	4890	
4955.1	strain	131567|2759|4751|4890|4891|4892|4893|300275|4955|4955.1	cellular organisms|Eukaryota|Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetaceae|Lachancea|Lachancea fermentati|Lachancea fermentati strain	0.0000	fASV194.10	4890	
121235.1	strain	131567|2759|4751|4890|3239874|3243775|1156497|4919|121235|121235.1	cellular organisms|Eukaryota|Fungi|Ascomycota|Pichiomycetes|Pichiales|Pichiaceae|Pichia|Pichia manshurica|Pichia manshurica strain	0.0000	fASV194.11	4890	
27288.1	strain	131567|2759|4751|4890|4891|4892|4893|278028|27288|27288.1	cellular organisms|Eukaryota|Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetaceae|Naumovozyma|Naumovozyma castellii|Naumovozyma castellii strain	0.0000	fASV194.12	4890	
888827	strain	131567|2|3379134|29547|3031852|213849|2808963|2321111|28197|888827	cellular organisms|Bacteria|Pseudomonadati|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Arcobacteraceae|Aliarcobacter|Aliarcobacter butzleri|Aliarcobacter butzleri JV22	0.0000			
562.48	strain	131567|2|3379134|1224|1236|91347|543|561|562|562.48	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli|Escherichia coli strain	0.0000	ASV634.7	2	
562.49	strain	131567|2|3379134|1224|1236|91347|543|561|562|562.49	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli|Escherichia coli strain	0.0000	ASV634.8	2	
195.3	strain	131567|2|3379134|29547|3031852|213849|72294|194|195|195.3	cellular organisms|Bacteria|Pseudomonadati|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter coli|Campylobacter coli strain	0.0000	ASV817.10	2	
1159062	strain	131567|2|3379134|29547|3031852|213849|72293|209|210|1159062	cellular organisms|Bacteria|Pseudomonadati|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter pylori|Helicobacter pylori GAMchJs124i	0.0000			
997339	strain	131567|2|3379134|1224|1236|91347|543|590|28901|997339	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica|Salmonella enterica subsp. enterica serovar Newport str. WA_14882	0.0000			
192955.2	strain	131567|2|3379134|1224|1236|91347|543|590|28901|192955.2	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica|Salmonella enterica subsp. enterica serovar Kentucky strain	0.0000	ASV694.7	1224	
2819708.1	strain	131567|2|3379134|1224|1236|91347|543|590|2819708|2819708.1	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella sp. 32031103201600220SM|Salmonella sp. 32031103201600220SM strain	0.0000	ASV494.1	2	
562.50	strain	131567|2|3379134|1224|1236|91347|543|561|562|562.50	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli|Escherichia coli strain	0.0000	ASV494.5	2	
82689.1	strain	131567|2|3379134|1224|1236|91347|543|590|28901|82689.1	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica|Salmonella enterica subsp. enterica serovar Muenster strain	0.0000	ASV494.8	2	
149539.5	strain	131567|2|3379134|1224|1236|91347|543|590|28901|149539.5	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica|Salmonella enterica subsp. enterica serovar Enteritidis strain	0.0000	ASV494.9	2	
90371.6	strain	131567|2|3379134|1224|1236|91347|543|590|28901|90371.6	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica|Salmonella enterica subsp. enterica serovar Typhimurium strain	0.0000	ASV494.13	2	
195.4	strain	131567|2|3379134|29547|3031852|213849|72294|194|195|195.4	cellular organisms|Bacteria|Pseudomonadati|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter coli|Campylobacter coli strain	0.0000	ASV494.16	2	
562.51	strain	131567|2|3379134|1224|1236|91347|543|561|562|562.51	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli|Escherichia coli strain	0.0000	ASV505.3	2	
149539.6	strain	131567|2|3379134|1224|1236|91347|543|590|28901|149539.6	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica|Salmonella enterica subsp. enterica serovar Enteritidis strain	0.0000	ASV505.5	2	
149390.1	strain	131567|2|3379134|1224|1236|91347|543|590|28901|149390.1	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica|Salmonella enterica subsp. enterica serovar London strain	0.0000	ASV505.8	2	
562.52	strain	131567|2|3379134|1224|1236|91347|543|561|562|562.52	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli|Escherichia coli strain	0.0000	ASV585.0	2	
2292952.1	strain	131567|2|3379134|976|200643|171549|815|816|2292952|2292952.1	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides sp. AM41-16|Bacteroides sp. AM41-16 strain	0.0000	ASV585.1	2	
562.53	strain	131567|2|3379134|1224|1236|91347|543|561|562|562.53	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli|Escherichia coli strain	0.0000	ASV585.2	2	
1134687.2	strain	131567|2|3379134|1224|1236|91347|543|570|1134687|1134687.2	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella michiganensis|Klebsiella michiganensis strain	0.0000	ASV585.3	2	
2819751.1	strain	131567|2|3379134|1224|1236|91347|543|590|2819751|2819751.1	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella sp. 32070601201800144SM|Salmonella sp. 32070601201800144SM strain	0.0000	ASV585.4	2	
197.4	strain	131567|2|3379134|29547|3031852|213849|72294|194|197|197.4	cellular organisms|Bacteria|Pseudomonadati|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter jejuni|Campylobacter jejuni strain	0.0000	ASV585.5	2	
670.10	strain	131567|2|3379134|1224|1236|135623|641|662|670|670.10	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio parahaemolyticus|Vibrio parahaemolyticus strain	0.0000	ASV585.6	2	
573.22	strain	131567|2|3379134|1224|1236|91347|543|570|573|573.22	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella pneumoniae|Klebsiella pneumoniae strain	0.0000	ASV585.7	2	
573.23	strain	131567|2|3379134|1224|1236|91347|543|570|573|573.23	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella pneumoniae|Klebsiella pneumoniae strain	0.0000	ASV585.8	2	
818.21	strain	131567|2|3379134|976|200643|171549|815|816|818|818.21	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides thetaiotaomicron|Bacteroides thetaiotaomicron strain	0.0000	ASV585.9	2	
573.24	strain	131567|2|3379134|1224|1236|91347|543|570|573|573.24	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella pneumoniae|Klebsiella pneumoniae strain	0.0000	ASV361.0	2	
670.11	strain	131567|2|3379134|1224|1236|135623|641|662|670|670.11	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio parahaemolyticus|Vibrio parahaemolyticus strain	0.0000	ASV513.0	2	
3417722.1	strain	131567|2|3379134|1224|1236|91347|543|590|3417722|3417722.1	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella sp. CQ24WZ0581SAL|Salmonella sp. CQ24WZ0581SAL strain	0.0000	ASV513.9	2	
32022.2	strain	131567|2|3379134|29547|3031852|213849|72294|194|197|32022.2	cellular organisms|Bacteria|Pseudomonadati|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter jejuni|Campylobacter jejuni subsp. jejuni strain	0.0000	ASV376.8	2	
149539.7	strain	131567|2|3379134|1224|1236|91347|543|590|28901|149539.7	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica|Salmonella enterica subsp. enterica serovar Enteritidis strain	0.0000	ASV376.12	2	
573.25	strain	131567|2|3379134|1224|1236|91347|543|570|573|573.25	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella pneumoniae|Klebsiella pneumoniae strain	0.0000	ASV554.6	2	
2819732.1	strain	131567|2|3379134|1224|1236|91347|543|590|2819732|2819732.1	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella sp. 32100201201700099SM|Salmonella sp. 32100201201700099SM strain	0.0000	ASV92.3	2	
57743.7	strain	131567|2|3379134|1224|1236|91347|543|590|28901|57743.7	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica|Salmonella enterica subsp. enterica serovar Weltevreden strain	0.0000	ASV92.4	2	
1639133.2	strain	131567|2|3379134|1224|1236|91347|543|544|1639133|1639133.2	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Citrobacter|Citrobacter portucalensis|Citrobacter portucalensis strain	0.0000	ASV92.7	2	
562.54	strain	131567|2|3379134|1224|1236|91347|543|561|562|562.54	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli|Escherichia coli strain	0.0000	ASV92.9	2	
158836.5	strain	131567|2|3379134|1224|1236|91347|543|547|158836|158836.5	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Enterobacter|Enterobacter hormaechei|Enterobacter hormaechei strain	0.0000	ASV321.1	2	
548.1	strain	131567|2|3379134|1224|1236|91347|543|570|548|548.1	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella aerogenes|Klebsiella aerogenes strain	0.0000	ASV321.11	2	
562.55	strain	131567|2|3379134|1224|1236|91347|543|561|562|562.55	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli|Escherichia coli strain	0.0000	ASV588.8	2	
210.3	strain	131567|2|3379134|29547|3031852|213849|72293|209|210|210.3	cellular organisms|Bacteria|Pseudomonadati|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter pylori|Helicobacter pylori strain	0.0000	ASV506.1	2	
1240765	strain	131567|2|3379134|1224|1236|91347|543|561|562|1240765	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli|Escherichia coli O104:H4 str. Ec11-5603	0.0000			
548.2	strain	131567|2|3379134|1224|1236|91347|543|570|548|548.2	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella aerogenes|Klebsiella aerogenes strain	0.0000	ASV506.3	2	
1134687.3	strain	131567|2|3379134|1224|1236|91347|543|570|1134687|1134687.3	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella michiganensis|Klebsiella michiganensis strain	0.0000	ASV506.10	2	
573.26	strain	131567|2|3379134|1224|1236|91347|543|570|573|573.26	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella pneumoniae|Klebsiella pneumoniae strain	0.0000	ASV430.1	2	
2819736.1	strain	131567|2|3379134|1224|1236|91347|543|590|2819736|2819736.1	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella sp. 32040203201700040FB01SM01|Salmonella sp. 32040203201700040FB01SM01 strain	0.0000	ASV430.3	2	
59201.8	strain	131567|2|3379134|1224|1236|91347|543|590|28901|59201.8	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica|Salmonella enterica subsp. enterica strain	0.0000	ASV430.4	2	
562.56	strain	131567|2|3379134|1224|1236|91347|543|561|562|562.56	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli|Escherichia coli strain	0.0000	ASV430.9	2	
208224.3	strain	131567|2|3379134|1224|1236|91347|543|547|208224|208224.3	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Enterobacter|Enterobacter kobei|Enterobacter kobei strain	0.0000	ASV396.2	2	
670.12	strain	131567|2|3379134|1224|1236|135623|641|662|670|670.12	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio parahaemolyticus|Vibrio parahaemolyticus strain	0.0000	ASV396.5	2	
47678.6	strain	131567|2|3379134|976|200643|171549|815|816|47678|47678.6	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides caccae|Bacteroides caccae strain	0.0000	ASV396.7	2	
371601.4	strain	131567|2|3379134|976|200643|171549|815|816|371601|371601.4	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides xylanisolvens|Bacteroides xylanisolvens strain	0.0000	ASV396.10	2	
666.3	strain	131567|2|3379134|1224|1236|135623|641|662|666|666.3	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio cholerae|Vibrio cholerae strain	0.0000	ASV396.11	2	
1348563	strain	131567|2|3379134|1224|1236|91347|543|590|28901|1348563	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica|Salmonella enterica subsp. enterica serovar Namur str. 05-2929	0.0000			
197.5	strain	131567|2|3379134|29547|3031852|213849|72294|194|197|197.5	cellular organisms|Bacteria|Pseudomonadati|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter jejuni|Campylobacter jejuni strain	0.0000	ASV398.1	2	
562.58	strain	131567|2|3379134|1224|1236|91347|543|561|562|562.58	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli|Escherichia coli strain	0.0000	ASV398.3	2	
562.59	strain	131567|2|3379134|1224|1236|91347|543|561|562|562.59	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli|Escherichia coli strain	0.0000	ASV398.8	2	
28901.6	strain	131567|2|3379134|1224|1236|91347|543|590|28901|28901.6	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica|Salmonella enterica strain	0.0000	ASV398.11	2	
562.60	strain	131567|2|3379134|1224|1236|91347|543|561|562|562.60	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli|Escherichia coli strain	0.0000	ASV398.12	2	
562.61	strain	131567|2|3379134|1224|1236|91347|543|561|562|562.61	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli|Escherichia coli strain	0.0000	ASV366.1	2	
2819747.1	strain	131567|2|3379134|1224|1236|91347|543|590|2819747|2819747.1	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella sp. 32011602201800014SM|Salmonella sp. 32011602201800014SM strain	0.0000	ASV221.2	2	
